0.00, 0.00
1.72, 0.00
1.72, 2.88
4.60, 2.88
4.60, -0.54
1.83, -0.54
1.83, 1.75
4.67, 1.75
4.67, -1.80
3.23, -1.80
1.25, -1.80
-1.72, -1.80
-1.72, 0.83
-4.35, 0.83
-4.35, -0.96
-4.35, -3.29
